First,Last,Nickname,Height in cm,Weight in lbs,Reach in inches,Stance,W,L,D,Belt
Dustin,Moore,0,162.56,125,0.0,0,0.0,2.0,0.0,0.0
Taylor,Moore,0,177.8,135,177.8,Southpaw,10.0,5.0,0.0,0.0
Sergio,Moraes,The Panther,182.88,170,182.88,Orthodox,14.0,6.0,1.0,0.0
Marlon,Moraes,Magic,167.64000000000001,135,170.18,Orthodox,23.0,10.0,1.0,0.0
Sheymon,Moraes,0,172.72,145,182.88,Orthodox,11.0,4.0,0.0,0.0
John,Moraga,0,167.64000000000001,125,167.64000000000001,Orthodox,19.0,7.0,0.0,0.0
Ricardo,Morais,The Mutant,203.2,270,0.0,Orthodox,10.0,4.0,1.0,0.0
Leonardo,Morales,Chimy,172.72,135,0.0,Southpaw,6.0,2.0,0.0,0.0
Albert,Morales,The Warrior,175.26,135,182.88,Orthodox,7.0,4.0,1.0,0.0
Joseph,Morales,0,167.64000000000001,125,175.26,Switch,9.0,2.0,0.0,0.0
Vince,Morales,Vandetta,175.26,135,177.8,Orthodox,11.0,7.0,0.0,0.0
Omar,Morales,Venezuelan Fighter,180.34,155,185.42000000000002,Orthodox,11.0,4.0,0.0,0.0
Michael,Morales,0,182.88,170,200.66,Orthodox,15.0,0.0,0.0,0.0
Sarah,Moras,Cheesecake,170.18,135,170.18,Orthodox,6.0,8.0,0.0,0.0
Christian,Morecraft,0,198.12,260,205.74,Orthodox,8.0,3.0,0.0,0.0
Joe,Moreira,0,180.34,195,0.0,Southpaw,2.0,2.0,0.0,0.0
Richardson,Moreira,Rick Monstro,187.96,185,0.0,Orthodox,7.0,4.0,0.0,0.0
Gisele,Moreira,0,167.64000000000001,135,0.0,Orthodox,8.0,3.0,0.0,0.0
Vinicius,Moreira,Mamute,193.04,205,193.04,Orthodox,9.0,5.0,0.0,0.0
Jesse,Moreng,Arturo,170.18,145,0.0,Orthodox,9.0,1.0,0.0,0.0
Brandon,Moreno,The Assassin Baby,170.18,125,177.8,Orthodox,21.0,7.0,2.0,0.0
Mike,Moreno,El Palo Duro,182.88,185,0.0,0,6.0,5.0,0.0,0.0
Dan,Moret,The Hitman,182.88,155,185.42000000000002,Southpaw,13.0,6.0,0.0,0.0
Sammy,Morgan,The Squeeze,177.8,170,0.0,Orthodox,18.0,12.0,0.0,0.0
Peggy,Morgan,The Daywalker,185.42,135,0.0,0,4.0,4.0,0.0,0.0
Alexander,Morgan,The Chess Master,177.8,145,180.34,Orthodox,11.0,5.0,0.0,0.0
Alex,Morono,The Great White,180.34,170,182.88,Orthodox,23.0,8.0,0.0,0.0
Maryna,Moroz,Iron Lady,170.18,125,170.18,Orthodox,11.0,4.0,0.0,0.0
Sergey,Morozov,0,167.64000000000001,135,170.18,Orthodox,19.0,5.0,0.0,0.0
Brad,Morris,0,187.96,205,0.0,Orthodox,10.0,6.0,0.0,0.0
Scott,Morris,0,177.8,210,0.0,Orthodox,2.0,1.0,0.0,0.0
Anthony,Morrison,Cheesesteak,170.18,145,0.0,Orthodox,20.0,12.0,0.0,0.0
Jack,Morrison,0,180.34,205,0.0,0,0.0,3.0,0.0,0.0
Harry,Moskowitz,Dirty,195.57999999999998,275,0.0,Orthodox,6.0,12.0,0.0,0.0
Carlos,Mota,Tizil,162.56,125,175.26,Orthodox,8.0,2.0,0.0,0.0
Juan,Mott,0,182.88,190,0.0,Switch,3.0,4.0,0.0,0.0
Nikolas,Motta,Iron,175.26,155,177.8,Orthodox,13.0,5.0,0.0,0.0
Flavio Luiz,Moura,0,180.34,183,0.0,Open Stance,19.0,7.0,0.0,0.0
Eduarda,Moura,Ronda,0.0,115,0.0,0,8.0,0.0,0.0,0.0
Gegard,Mousasi,0,187.96,185,193.04,Orthodox,42.0,6.0,2.0,0.0
Kris,Moutinho,0,170.18,135,172.72,Southpaw,9.0,6.0,0.0,0.0
Kin,Moy,Kong,165.1,135,0.0,0,8.0,3.0,0.0,0.0
Jamie,Moyle,0,154.94,115,165.1,Orthodox,4.0,3.0,0.0,0.0
Askar,Mozharov,0,190.5,205,187.96,Orthodox,19.0,13.0,0.0,0.0
Garrett,Mueller,0,175.26,135,0.0,0,3.0,3.0,0.0,0.0
Lauren,Mueller,Princess Tiger,165.1,125,170.18,Orthodox,5.0,3.0,0.0,0.0
Belal,Muhammad,Remember the Name,180.34,170,182.88,Orthodox,23.0,3.0,0.0,0.0
Fazlo,Mulabitinovic,0,0.0,135,0.0,0,4.0,2.0,0.0,0.0
Quinn,Mulhern,0,190.5,155,0.0,Orthodox,18.0,4.0,0.0,0.0
James,Mulheron,0,177.8,243,185.42000000000002,Orthodox,11.0,2.0,0.0,0.0
Jamie,Mullarkey,0,182.88,155,187.96,Orthodox,16.0,6.0,0.0,0.0
Jim,Mullen,0,185.42,215,0.0,Southpaw,0.0,2.0,0.0,0.0
Pedro,Munhoz,The Young Punisher,167.64000000000001,135,165.1,Orthodox,20.0,7.0,0.0,0.0
Andre,Muniz,Sergipano,185.42,185,198.12,Southpaw,23.0,6.0,0.0,0.0
Mark,Munoz,The Filipino Wrecking Machine,182.88,185,180.34,Orthodox,14.0,6.0,0.0,0.0
Alexander,Munoz,0,175.26,155,182.88,Switch,7.0,2.0,0.0,0.0
Johnny,Munoz,Kid Kvenbo,175.26,135,180.34,Orthodox,12.0,3.0,0.0,0.0
Andy,Murad,The Tooth Fairy,175.26,185,0.0,0,15.0,2.0,0.0,0.0
Olivier,Murad,Warrior of God,177.8,145,182.88,Southpaw,6.0,0.0,0.0,0.0
Makhmud,Muradov,0,187.96,185,190.5,Orthodox,26.0,8.0,0.0,0.0
Kazunari,Murakami,0,185.42,220,0.0,Orthodox,5.0,5.0,0.0,0.0
Ryuichi,Murata,0,172.72,183,0.0,Orthodox,8.0,3.0,1.0,0.0
Kanako,Murata,0,154.94,115,157.48,Orthodox,12.0,2.0,0.0,0.0
Ailiya,Muratbek,0,0.0,155,0.0,0,9.0,2.0,0.0,0.0
Vince,Murdock,0,167.64000000000001,145,162.56,Orthodox,12.0,4.0,0.0,0.0
Samandar,Murodov,0,185.42,170,190.5,Orthodox,8.0,0.0,0.0,0.0
Tom,Murphy,0,187.96,227,0.0,Southpaw,8.0,0.0,0.0,0.0
Ian,Murphy,0,185.42,185,0.0,Orthodox,1.0,1.0,0.0,0.0
Jon,Murphy,Man of Faith,190.5,260,0.0,Orthodox,6.0,4.0,0.0,0.0
Lauren,Murphy,Lucky,165.1,125,170.18,Orthodox,16.0,6.0,0.0,0.0
Patrick,Murphy,0,182.88,170,0.0,0,5.0,3.0,0.0,0.0
Lerone,Murphy,The Miracle,175.26,145,185.42000000000002,Orthodox,13.0,0.0,1.0,0.0
Lee,Murray,Lightning,190.5,185,0.0,Orthodox,8.0,2.0,1.0,0.0
Jesse,Murray,Hollywood,190.5,205,198.12,Orthodox,8.0,4.0,0.0,0.0
Khalid,Murtazaliev,0,182.88,185,193.04,Orthodox,14.0,2.0,0.0,0.0
Azamat,Murzakanov,The Professional,177.8,205,180.34,Southpaw,13.0,0.0,0.0,0.0
Nicholas,Musoke,Nico,182.88,170,190.5,Orthodox,13.0,5.0,0.0,0.0
Andre,Mussi,0,190.5,242,0.0,Orthodox,11.0,5.0,0.0,0.0
Magomed,Mustafaev,The Sniper,172.72,155,180.34,Orthodox,14.0,4.0,0.0,0.0
Max,Mustaki,0,182.88,155,0.0,Orthodox,6.0,3.0,0.0,0.0
Elvis,Mutapcic,The King,182.88,185,182.88,Orthodox,15.0,6.0,1.0,0.0
Fiona,Muxlow,0,162.56,145,0.0,0,6.0,3.0,0.0,0.0
Ho Bae,Myeon,0,180.34,168,0.0,Orthodox,13.0,5.0,1.0,0.0
Katsuhiko,Nagata,0,170.18,154,0.0,Southpaw,6.0,7.0,3.0,0.0
Yuji,Nagata,0,182.88,225,0.0,Orthodox,0.0,2.0,0.0,0.0
Greg,Nagy,0,185.42,210,0.0,Orthodox,1.0,3.0,0.0,0.0
Logan,Nail,0,0.0,185,0.0,0,1.0,1.0,0.0,0.0
Muhammad,Naimov,Hillman,175.26,155,177.8,Orthodox,9.0,2.0,0.0,0.0
Yukiya,Naito,0,185.42,205,0.0,Orthodox,15.0,6.0,2.0,0.0
Andrews,Nakahara,0,185.42,185,0.0,Orthodox,5.0,4.0,2.0,0.0
Rin,Nakai,0,154.94,135,0.0,Orthodox,19.0,2.0,1.0,0.0
Kazuhiro,Nakamura,Kaz,180.34,205,177.8,Orthodox,21.0,13.0,0.0,0.0
Keita,Nakamura,K-Taro,180.34,170,185.42000000000002,Southpaw,34.0,10.0,2.0,0.0
Daisuke,Nakamura,0,170.18,154,0.0,Orthodox,28.0,19.0,1.0,0.0
Yusaku,Nakamura,0,165.1,145,0.0,0,14.0,4.0,1.0,0.0
Rinya,Nakamura,Hybrid,170.18,135,172.72,Southpaw,7.0,0.0,0.0,0.0
Jutaro,Nakao,0,175.26,170,0.0,Southpaw,25.0,19.0,4.0,0.0
Yoshihiro,Nakao,Kiss,182.88,220,0.0,Southpaw,9.0,3.0,0.0,0.0
Yui Chul,Nam,The Korean Bulldozer,175.26,145,0.0,Orthodox,18.0,8.0,1.0,0.0
Tyson,Nam,0,170.18,125,172.72,Orthodox,21.0,14.0,1.0,0.0
Rose,Namajunas,Thug,165.1,115,165.1,Orthodox,12.0,5.0,0.0,0.0
Yasuhito,Namekawa,0,175.26,205,0.0,Orthodox,25.0,16.0,4.0,0.0
Nad,Narimani,Smiler,172.72,145,177.8,Orthodox,12.0,4.0,0.0,0.0
Roger,Narvaez,Silverback,190.5,185,0.0,Southpaw,8.0,3.0,0.0,0.0
Fabio,Nascimento,Negao,177.8,185,0.0,Orthodox,11.0,6.0,0.0,0.0
Allan,Nascimento,Puro Osso,172.72,125,175.26,Orthodox,20.0,6.0,0.0,0.0
Rodrigo,Nascimento,Ze Colmeia,187.96,246,203.2,Orthodox,10.0,1.0,0.0,0.0
Bobby,Nash,0,182.88,170,187.96,Orthodox,8.0,4.0,0.0,0.0
Reza,Nasri,0,180.34,205,0.0,Orthodox,0.0,1.0,0.0,0.0
Nasrudin,Nasrudinov,0,182.88,205,180.34,Orthodox,9.0,1.0,0.0,0.0
Pawel,Nastula,0,182.88,230,0.0,Southpaw,5.0,6.0,0.0,0.0
Rafael,Natal,Sapo,182.88,185,195.58,Orthodox,21.0,9.0,1.0,0.0
Kevin,Natividad,Quicksand,167.64000000000001,135,177.8,Orthodox,9.0,4.0,0.0,0.0
Ismail,Naurdiev,The Austrian Wonderboy,177.8,170,187.96,Orthodox,19.0,4.0,0.0,0.0
Danny,Navarro,0,177.8,155,0.0,0,17.0,7.0,0.0,0.0
Marcio,Navarro,The Locomotive,182.88,155,0.0,0,14.0,14.0,0.0,0.0
Tafon,Nchukwi,Da Don,182.88,185,195.58,Orthodox,6.0,3.0,0.0,0.0
Dustin,Neace,The Beast,175.26,145,0.0,0,25.0,21.0,1.0,0.0
Josh,Neal,0,182.88,185,0.0,0,5.0,11.0,0.0,0.0
Joe,Neal,Nine Lives,167.64000000000001,135,0.0,0,6.0,2.0,0.0,0.0
Geoff,Neal,Handz of Steel,180.34,170,190.5,Southpaw,15.0,5.0,0.0,0.0
Stanislav,Nedkov,Stucky,180.34,205,180.34,Orthodox,12.0,2.0,0.0,0.0
Josh,Neer,The Dentist,180.34,170,182.88,Orthodox,36.0,16.0,1.0,0.0
Nicolae,Negumereanu,0,182.88,205,198.12,Orthodox,13.0,2.0,0.0,0.0
Steve,Nelmark,The Sandman,182.88,240,0.0,Orthodox,2.0,1.0,0.0,0.0
Shane,Nelson,Sugar,175.26,155,177.8,Southpaw,16.0,7.0,0.0,0.0
Roy,Nelson,Big Country,182.88,263,185.42000000000002,Orthodox,22.0,14.0,0.0,0.0
Gunnar,Nelson,Gunni,180.34,170,182.88,Switch,19.0,5.0,1.0,0.0
Kyle,Nelson,The Monster,180.34,145,180.34,Switch,14.0,5.0,1.0,0.0
Lissette,Neri,0,157.48000000000002,145,0.0,0,6.0,4.0,0.0,0.0
Mario,Neto,Sukata,182.88,229,0.0,Orthodox,13.0,5.0,0.0,0.0
Antonio Braga,Neto,0,190.5,185,195.58,Orthodox,9.0,3.0,0.0,0.0
Eduardo,Neves,Bebezao,187.96,265,198.12,Orthodox,5.0,1.0,0.0,0.0
Julio Cesar,Neves Jr.,Morceguinho,172.72,145,0.0,0,33.0,1.0,0.0,0.0
Nick,Newell,Notorious,177.8,155,0.0,Southpaw,14.0,2.0,0.0,0.0
Journey,Newson,0,165.1,135,170.18,Orthodox,10.0,5.0,0.0,0.0
Jeff,Newton,0,187.96,205,0.0,Sideways,4.0,2.0,0.0,0.0
Carlos,Newton,The Ronin,175.26,170,0.0,Orthodox,16.0,14.0,0.0,0.0
Emanuel,Newton,The Hardcore Kid,185.42,205,0.0,0,26.0,12.0,1.0,0.0
Francis,Ngannou,The Predator,193.04,250,210.82,Orthodox,17.0,3.0,0.0,0.0
Ben,Nguyen,Ten,165.1,125,165.1,Switch,16.0,8.0,0.0,0.0
Steven,Nguyen,The Ninja,180.34,145,185.42000000000002,Switch,8.0,1.0,0.0,0.0
Alex,Nicholson,The Spartan,193.04,185,195.58,Orthodox,7.0,4.0,0.0,0.0
Bo,Nickal,0,185.42,185,193.04,Southpaw,5.0,0.0,0.0,0.0
Mike,Nickels,0,193.04,205,0.0,Orthodox,9.0,5.0,0.0,0.0
Matheus,Nicolau,0,167.64000000000001,125,167.64000000000001,Orthodox,19.0,4.0,1.0,0.0
Jaimelene,Nievera,Queenie,165.1,125,0.0,Orthodox,7.0,4.0,0.0,0.0
Khomkrit,Niimi,The Bumblebee,157.48000000000002,125,0.0,0,6.0,10.0,0.0,0.0
Tom,Niinimaki,Stoneface,175.26,145,175.26,Orthodox,22.0,8.0,1.0,0.0
Ramsey,Nijem,0,180.34,155,190.5,Orthodox,9.0,6.0,0.0,0.0
Hans,Nijman,0,182.88,250,0.0,Switch,9.0,7.0,0.0,0.0
Fedor,Nikolov,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Jack,Nilson,0,0.0,0,0.0,0,2.0,6.0,0.0,0.0
Mats,Nilsson,0,185.42,170,0.0,Orthodox,11.0,4.0,1.0,0.0
Guangyou,Ning,Smasher,162.56,145,162.56,Southpaw,5.0,4.0,1.0,0.0
Soichi,Nishida,0,180.34,320,0.0,Orthodox,5.0,10.0,1.0,0.0
Yosuke,Nishijima,0,175.26,205,0.0,Orthodox,0.0,5.0,0.0,0.0
Yamato,Nishikawa,0,170.18,155,0.0,Orthodox,21.0,3.0,6.0,0.0
Akiyo,Nishiura,Wicky Akiyo,172.72,139,0.0,Southpaw,13.0,8.0,1.0,0.0
Anthony,Njokuani,The Assassin,185.42,155,190.5,Orthodox,16.0,12.0,0.0,0.0
Chidi,Njokuani,Bang Bang,190.5,185,203.2,Orthodox,22.0,9.0,0.0,0.0
Derrick,Noble,The Eraser,175.26,170,0.0,Southpaw,27.0,15.0,1.0,0.0
Kyle,Noblitt,0,187.96,243,0.0,0,11.0,2.0,0.0,0.0
Pedro,Nobre,The Rock,165.1,135,0.0,0,18.0,4.0,2.0,0.0
Jacob,Noe,Psycho,0.0,205,0.0,0,3.0,11.0,0.0,0.0
Antonio Rodrigo,Nogueira,Minotauro,190.5,240,195.58,Orthodox,34.0,10.0,1.0,0.0
Rogerio,Nogueira,Minotouro,187.96,205,190.5,Southpaw,23.0,10.0,0.0,0.0
Alexandre Franca,Nogueira,Pequeno,170.18,145,0.0,Orthodox,18.0,6.0,3.0,0.0
Talita,Nogueira,Treta,177.8,145,0.0,0,6.0,0.0,0.0,0.0
Kyle,Noke,0,185.42,170,193.04,Southpaw,22.0,10.0,1.0,0.0
Tom,Nolan,Big Train,0.0,155,0.0,0,5.0,0.0,0.0,0.0
Nick,Nolte,0,182.88,170,0.0,0,5.0,4.0,0.0,0.0
KJ,Noons,King,177.8,155,177.8,Orthodox,13.0,9.0,0.0,0.0
Sage,Northcutt,Super,182.88,170,180.34,Orthodox,11.0,2.0,0.0,0.0
Jan,Nortje,The Giant,185.42,310,0.0,Southpaw,2.0,6.0,0.0,0.0
Scott,Norton,Hollywood,177.8,170,0.0,Orthodox,7.0,1.0,0.0,0.0
Shohei,Nose,0,167.64000000000001,135,172.72,Switch,10.0,4.0,2.0,0.0
Jonatas,Novaes,0,180.34,170,0.0,0,13.0,5.0,0.0,0.0
Jason,Novelli,Flipside,182.88,155,0.0,Orthodox,11.0,3.0,1.0,0.0
Phillipe,Nover,The Filipino Assassin,175.26,145,182.88,Orthodox,11.0,8.0,1.0,0.0
Taiyilake,Nueraji,Super Saiyan,187.96,170,190.5,Southpaw,9.0,1.0,0.0,0.0
Shayilan,Nuerdanbieke,Wolverine,172.72,145,175.26,Orthodox,39.0,11.0,0.0,0.0
Diego,Nunes,The Gun,167.64000000000001,145,170.18,Orthodox,19.0,7.0,0.0,0.0
Amanda,Nunes,The Lioness,172.72,135,175.26,Orthodox,23.0,5.0,0.0,0.0
Nina,Nunes,0,165.1,125,162.56,Orthodox,11.0,7.0,0.0,0.0
Istela,Nunes,0,162.56,115,167.64000000000001,Orthodox,6.0,5.0,0.0,0.0
Josiane,Nunes,Josi,157.48000000000002,145,170.18,Southpaw,10.0,1.0,0.0,0.0
Khabib,Nurmagomedov,The Eagle,177.8,155,177.8,Orthodox,29.0,0.0,0.0,0.0
Said,Nurmagomedov,0,172.72,135,177.8,Orthodox,17.0,3.0,0.0,0.0
Abubakar,Nurmagomedov,0,180.34,170,182.88,Orthodox,17.0,4.0,1.0,0.0
Umar,Nurmagomedov,0,172.72,135,175.26,Orthodox,16.0,0.0,0.0,0.0
Kennedy,Nzechukwu,African Savage,195.57999999999998,205,210.82,Southpaw,12.0,3.0,0.0,0.0
Jake,O'Brien,Irish,190.5,205,193.04,Orthodox,15.0,4.0,0.0,0.0
TJ,O'Brien,The Spider,187.96,155,0.0,Orthodox,20.0,8.0,0.0,0.0
Sean,O'Connell,The Real OC,185.42,205,187.96,Orthodox,17.0,9.0,0.0,0.0
Dan,O'Connor,Johnny Irish,162.56,115,0.0,0,6.0,6.0,0.0,0.0
Sean,O'Haire,0,195.57999999999998,270,0.0,Orthodox,4.0,2.0,0.0,0.0
Sean,O'Malley,Sugar,180.34,135,182.88,Switch,16.0,1.0,0.0,0.0
Jeremiah,O'Neal,0,172.72,260,0.0,0,13.0,25.0,0.0,0.0
Chuck,O'Neil,Cold Steel,187.96,170,0.0,0,17.0,9.0,0.0,0.0
Casey,O'Neill,King,167.64000000000001,125,175.26,Orthodox,9.0,1.0,0.0,0.0
Brendan,O'Reilly,Badger,170.18,170,175.26,Orthodox,6.0,3.0,0.0,0.0
Takahiro,Oba,0,172.72,200,0.0,Southpaw,5.0,7.0,1.0,0.0
Nobuhiro,Obiya,0,172.72,145,0.0,Orthodox,12.0,5.0,1.0,0.0
Christian,Ocon,0,172.72,135,175.26,Orthodox,2.0,1.0,0.0,0.0
Richard,Odoms,The Black Eagle,195.57999999999998,265,0.0,Orthodox,13.0,3.0,0.0,0.0
Volkan,Oezdemir,No Time,187.96,205,190.5,Orthodox,18.0,7.0,0.0,0.0
Naoya,Ogawa,0,193.04,255,0.0,Orthodox,7.0,2.0,0.0,0.0
Trey,Ogden,Samurai Ghost,180.34,155,182.88,Orthodox,16.0,6.0,0.0,0.0
Andy,Ogle,The Little Axe,172.72,145,175.26,Orthodox,9.0,6.0,0.0,0.0
Ho Taek,Oh,Spider,0.0,155,0.0,0,7.0,2.0,1.0,0.0
Michiyoshi,Ohara,0,177.8,205,0.0,Orthodox,0.0,2.0,0.0,0.0
Koji,Oishi,0,172.72,170,0.0,Orthodox,25.0,10.0,10.0,0.0
Takayuki,Okada,Giant Ochiai,185.42,290,0.0,Orthodox,3.0,3.0,2.0,0.0
Yushin,Okami,Thunder,187.96,170,190.5,Southpaw,34.0,12.0,0.0,0.0
JJ,Okanovich,The Bosnian Bomber,180.34,155,193.04,Orthodox,7.0,1.0,0.0,0.0
Bolaji,Oki,The Zulu Warrior,0.0,155,0.0,0,7.0,1.0,0.0,0.0
Kazuki,Okubo,0,180.34,175,0.0,Orthodox,7.0,9.0,0.0,0.0
Masakatsu,Okuda,0,0.0,0,0.0,0,8.0,5.0,0.0,0.0
Aleksei,Oleinik,The Boa Constrictor,187.96,240,203.2,Orthodox,60.0,17.0,1.0,0.0
Michal,Oleksiejczuk,Hussar,182.88,185,187.96,Southpaw,18.0,6.0,0.0,0.0
Rafaello,Oliveira,Tractor,172.72,155,180.34,Orthodox,17.0,8.0,0.0,0.0
Charles,Oliveira,Do Bronxs,177.8,155,187.96,Orthodox,34.0,9.0,0.0,0.0
Jorge,Oliveira,0,185.42,205,0.0,0,5.0,3.0,1.0,0.0
Ednaldo,Oliveira,Lula,195.57999999999998,205,0.0,Orthodox,17.0,3.0,1.0,0.0
Alex,Oliveira,Cowboy,180.34,170,193.04,Orthodox,22.0,12.0,1.0,0.0
Maria,Oliveira,Spider-Girl,167.64000000000001,115,175.26,Orthodox,13.0,7.0,0.0,0.0
Bruno,Oliveira,0,193.04,205,203.2,Orthodox,8.0,2.0,0.0,0.0
Saimon,Oliveira,0,162.56,135,182.88,Orthodox,18.0,5.0,0.0,0.0
Wendell,Oliveira Marques,The Machine,177.8,170,0.0,Orthodox,29.0,10.0,0.0,0.0
Felipe,Olivieri,0,175.26,155,0.0,Orthodox,14.0,5.0,0.0,0.0
Andy,Ologun,0,182.88,154,0.0,Orthodox,3.0,1.0,0.0,0.0
Shana,Olsen,Rock Solid,170.18,145,0.0,0,5.0,2.0,0.0,0.0
Casey,Olson,The Underdog,170.18,145,0.0,Orthodox,14.0,5.0,0.0,0.0
Dennis,Olson,0,182.88,170,0.0,0,14.0,11.0,0.0,0.0
Cameron,Olson,Cap'n Crunch,185.42,205,190.5,Orthodox,7.0,3.0,0.0,0.0
Gadzhi,Omargadzhiev,0,185.42,170,180.34,Switch,13.0,2.0,0.0,0.0
Alan,Omer,0,177.8,145,0.0,Orthodox,20.0,5.0,0.0,0.0
Daniel,Omielanczuk,0,182.88,247,187.96,Southpaw,19.0,8.0,1.0,0.0
Michihiro,Omigawa,0,167.64000000000001,145,172.72,Orthodox,17.0,14.0,1.0,0.0
David,Onama,0,180.34,145,187.96,Orthodox,11.0,2.0,0.0,0.0
Charlie,Ontiveros,American Bad Boy,187.96,155,187.96,Switch,11.0,9.0,0.0,0.0
Chibwikem,Onyenegecha,0,190.5,185,0.0,Orthodox,5.0,0.0,0.0,0.0
Sam,Oropeza,0,187.96,170,0.0,0,13.0,3.0,0.0,0.0
Brian,Ortega,T-City,172.72,145,175.26,Switch,15.0,3.0,0.0,0.0
Tito,Ortiz,The People's Champ,190.5,205,187.96,Orthodox,19.0,12.0,1.0,0.0
Jorge,Ortiz,The Naked Man,182.88,185,0.0,Orthodox,18.0,9.0,1.0,0.0
Dustin,Ortiz,0,165.1,125,165.1,Orthodox,19.0,8.0,0.0,0.0
Kenji,Osawa,0,170.18,135,167.64000000000001,Orthodox,20.0,11.0,2.0,0.0
Ode,Osbourne,The Jamaican Sensation,170.18,125,185.42000000000002,Southpaw,12.0,5.0,0.0,0.0
Kurt,Osiander,0,0.0,185,0.0,0,4.0,1.0,0.0,0.0
Nick,Osipczak,0,187.96,170,193.04,Orthodox,6.0,3.0,0.0,0.0
Nissen,Osterneck,0,187.96,185,0.0,Orthodox,12.0,4.0,0.0,0.0
Rachael,Ostovich,0,160.02,125,157.48,Orthodox,4.0,6.0,0.0,0.0
Pedro,Otavio,Te Pedro,190.5,245,0.0,Orthodox,19.0,8.0,0.0,0.0
Alexander,Otsuka,The Diet Butcher,185.42,205,0.0,Orthodox,5.0,13.0,0.0,0.0
Takafumi,Otsuka,0,167.64000000000001,139,0.0,Orthodox,22.0,13.0,2.0,0.0
Zak,Ottow,The Barbarian,180.34,170,182.88,Orthodox,17.0,7.0,0.0,0.0
Artur,Oumakhanov,0,170.18,154,0.0,Orthodox,9.0,6.0,0.0,0.0
Sidney,Outlaw,0,172.72,170,187.96,Orthodox,8.0,4.0,0.0,0.0
Alistair,Overeem,The Demolition Man,193.04,265,203.2,Orthodox,47.0,19.0,0.0,0.0
Valentijn,Overeem,0,190.5,230,0.0,Orthodox,30.0,32.0,0.0,0.0
Craig,Oxley,0,175.26,155,0.0,0,0.0,3.0,0.0,0.0
Shungo,Oyama,0,180.34,185,0.0,Southpaw,14.0,19.0,0.0,0.0
Alptekin,Ozkilic,The Turkish Delight,165.1,125,165.1,Orthodox,9.0,5.0,0.0,0.0
Raquel,Pa'aluhi,Rocky,170.18,135,0.0,0,6.0,5.0,0.0,0.0
Nick,Pace,0,170.18,135,172.72,Orthodox,8.0,3.0,0.0,0.0
Larissa,Pacheco,0,170.18,135,0.0,Orthodox,10.0,2.0,0.0,0.0
Angel,Pacheco,0,0.0,145,0.0,0,7.0,1.0,0.0,0.0
Teemu,Packalen,Pacu,185.42,155,190.5,Orthodox,8.0,3.0,0.0,0.0
George,Pacurariu,Constantine,170.18,135,0.0,0,10.0,5.0,0.0,0.0
Cyrillo,Padilha,0,180.34,155,0.0,0,3.0,3.0,0.0,0.0
Gary,Padilla,0,180.34,205,0.0,0,12.0,6.0,0.0,0.0
Fernando,Padilla,El Valiente,185.42,145,193.04,Orthodox,15.0,4.0,0.0,0.0
Damacio,Page,The Angel of Death,167.64000000000001,135,167.64000000000001,Orthodox,19.0,10.0,0.0,0.0
Michael,Page,Venom,187.96,170,0.0,0,12.0,0.0,0.0,0.0
Dustin,Pague,The Disciple,175.26,135,187.96,Orthodox,12.0,11.0,0.0,0.0
Josh,Paiva,0,167.64000000000001,125,0.0,0,8.0,2.0,0.0,0.0
Raulian,Paiva,0,172.72,135,175.26,Orthodox,21.0,5.0,0.0,0.0
Dinis,Paiva Jr.,Sweetbread,175.26,145,180.34,Southpaw,13.0,8.0,0.0,0.0
Fredson,Paixao,0,167.64000000000001,145,167.64000000000001,Orthodox,10.0,5.0,0.0,0.0
Luis,Pajuelo,Corazon de Leon,0.0,145,0.0,0,7.0,1.0,0.0,0.0
Jose,Palacios,0,175.26,145,0.0,Orthodox,3.0,2.0,0.0,0.0
Ricky,Palacios,El Gallero,167.64000000000001,145,0.0,Orthodox,10.0,1.0,0.0,0.0
Bart,Palaszewski,Bartimus,175.26,145,177.8,Orthodox,36.0,17.0,0.0,0.0
Sasha,Palatnikov,0,185.42,170,182.88,Switch,6.0,4.0,0.0,0.0
Soa,Palelei,The Hulk,193.04,265,205.74,Orthodox,22.0,5.0,0.0,0.0
Rousimar,Palhares,Toquinho,172.72,170,180.34,Orthodox,19.0,8.0,0.0,0.0
Tulio,Palhares,0,0.0,180,0.0,0,2.0,16.0,0.0,0.0
Stephen,Palling,Bozo,162.56,143,0.0,0,11.0,7.0,1.0,0.0
Eduardo,Pamplona,0,180.34,170,0.0,0,16.0,4.0,0.0,0.0
Alexandre,Pantoja,The Cannibal,165.1,125,170.18,Orthodox,26.0,5.0,0.0,0.0
Jared,Papazian,The Jackhammer,172.72,135,170.18,Southpaw,20.0,13.0,0.0,0.0
Kathryn,Paprocki,0,160.02,115,160.02,Orthodox,3.0,2.0,0.0,0.0
Joe,Pardo,0,185.42,210,0.0,Southpaw,4.0,6.0,0.0,0.0
Bryan,Pardoe,Pain Inducer,185.42,205,0.0,Orthodox,13.0,16.0,0.0,0.0
Remco,Pardoel,Grizzly,190.5,260,0.0,Southpaw,9.0,6.0,1.0,0.0
Ido,Pariente,0,172.72,155,0.0,Orthodox,13.0,6.0,0.0,0.0
Josh,Parisian,0,193.04,265,200.66,Orthodox,15.0,6.0,0.0,0.0
Karo,Parisyan,The Heat,177.8,170,182.88,Orthodox,24.0,11.0,0.0,0.0
